ufn,sample_id,tissue_type,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,quality_level,sample_comments,quality_log
U208,SDN207,liver,Chilko,3,0.97,QUESNEL_HORSEF,3,0.01,U_HORSEFLY,3,0.01,MIDDLE,3,0,EAGLE_L,4,0,PBS,Technicianmr,,
U209,SDN208,liver,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U210,SDN209,liver,Chilko,3,0.99,CHILKO_SOUTH,2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U211,S211DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U212,S212DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U213,SDN210,liver,Quesnel_Horsef,3,0.64,U_HORSEFLY,3,0.2,MCKINLEY,3,0.12,BLUE_LEAD_CK,3,0.04,HORSEFLY,3,0.01,PBS,Technicianmr,,
U214,SDN211,liver,Chilko,3,0.99,MCKINLEY,3,0.01,QUESNEL_HORSEF,3,0,BLUE_LEAD_CK,3,0,THOMPSON_N,2,0,PBS,Technicianmr,,
U215,SDN212,liver,Middle,3,1,TACHIE,3,0,KUZKWA_CR,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U216,SDN213,liver,Chilko,3,1,CHILKO_SOUTH,2,0,WEAVER,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U217,SDN214,liver,Thompson_N,2,0.69,CHILKO,3,0.2,RAFT,2,0.11,WEAVER,4,0,LITTLE,4,0,PBS,Technicianmr,,
U218,SDN222,liver,Stellako,3,0.9,BLACKWATER,1,0.06,HUDSON_BAY,1,0.02,NADINA,2,0.01,SANDPOINT,1,0.01,PBS,Technicianmr,,
U219,SDN223,liver,Chilko,3,0.78,TACHIE,3,0.07,PORTAGE_CR,4,0.04,L_ADAMS,4,0.03,ROARING,3,0.02,PBS,Technicianmr,,
U220,SDN224,liver,Scotch,2,0.96,L_ADAMS,4,0.03,CHILKO,3,0.01,PITT,2,0,EAGLE_L,4,0,PBS,Technicianmr,,
U221,SDN225,liver,Chilko,3,0.98,TACHIE,3,0.01,PITT,2,0.01,CHILKO-NORTH,3,0.01,L_ADAMS,4,0,PBS,Technicianmr,,
U222,SDN226,liver,Chilko,3,1,CHILKO-NORTH,3,0,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U223,SDN227,liver,Seymour,2,0.82,SCOTCH,2,0.16,CHILKO-NORTH,3,0.02,EAGLE,2,0,NA,NA,NA,PBS,Technicianmr,,
U224,SDN248,liver,L_Adams,4,0.88,RAFT,2,0.1,THOMPSON_N,2,0.03,EAGLE_L,4,0,NA,NA,NA,PBS,Technicianmr,,
U225,SDN249,liver,L_Adams,4,0.96,RAFT,2,0.02,MIDDLESHUSWAP,4,0.01,FORFAR,1,0,FIVEMILE,1,0,PBS,Technicianmr,,
U226,SDN250,liver,Chilko,3,0.99,PAULA,1,0,SANDPOINT,1,0,CHILKO-NORTH,3,0,TACHIE,3,0,PBS,Technicianmr,,
U227,SDN251,liver,Chilko,3,0.56,L_ADAMS,4,0.3,CHILKO-NORTH,3,0.03,RAFT,2,0.03,LITTLE,4,0.02,PBS,Technicianmr,,
U228,SDN252,liver,Tachie,3,0.77,CHILKO,3,0.19,CHILKO-NORTH,3,0.02,PAULA,1,0.02,L_ADAMS,4,0,PBS,Technicianmr,,
U229,SDN253,liver,Chilko,3,0.82,RAFT,2,0.11,THOMPSON_N,2,0.04,L_ADAMS,4,0.02,CHILKO-NORTH,3,0.01,PBS,Technicianmr,,
U230,SDN264,liver,Stellako,3,1,CHILKO,3,0,TACHIE,3,0,KYNOCK,1,0,NA,NA,NA,PBS,Technicianmr,,
U231,SDN215,liver,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U232,SDN216,liver,Blue_Lead_Ck,3,0.76,QUESNEL_MITCHE,3,0.14,MITCHELL,3,0.1,QUESNEL_DECEPT,3,0,ROARING,3,0,PBS,Technicianmr,,
U233,SDN217,liver,Chilko,3,0.99,RAFT,2,0,THOMPSON_N,2,0,STELLAKO,3,0,FENNELL,2,0,PBS,Technicianmr,,
U234,SDN218,liver,Quesnel_Horsef,3,0.97,U_HORSEFLY,3,0.01,CHILKO,3,0.01,HORSEFLY,3,0,L_HORSEFLY,3,0,PBS,Technicianmr,,
U235,SDN219,liver,Chilko,3,0.36,RAFT,2,0.32,THOMPSON_N,2,0.23,FENNELL,2,0.06,KYNOCK,1,0.02,PBS,Technicianmr,,
U236,SDN228,liver,Chilko,3,0.97,BLACKWATER,1,0.01,SANDPOINT,1,0,HUDSON_BAY,1,0,FORFAR,1,0,PBS,Technicianmr,,
U237,SDN229,liver,Chilko,3,0.87,L_ADAMS,4,0.11,CHILKO_SOUTH,2,0.01,EAGLE_L,4,0.01,CHILKO-NORTH,3,0,PBS,Technicianmr,,
U238,SDN230,liver,Paula,1,0.99,TACHIE,3,0.01,SANDPOINT,1,0,BLACKWATER,1,0,NA,NA,NA,PBS,Technicianmr,,
U239,SDN231,liver,L_Adams,4,0.82,CHILKO,3,0.08,PORTAGE_CR,4,0.04,LITTLE,4,0.03,PITT,2,0.02,PBS,Technicianmr,,
U240,SDN232,liver,Chilko-North,3,0.95,BLACKWATER,1,0.04,NARROWS,1,0.01,GLUSKIE,1,0,FELIX,1,0,PBS,Technicianmr,,
U241,SDN220,liver,Birkenhead,3,1,WEAVER,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U242,SDN233,liver,Chilko,3,0.95,CHILKO-NORTH,3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U243,SDN234,liver,Paula,1,0.71,TACHIE,3,0.19,SANDPOINT,1,0.04,FORFAR,1,0.01,GLUSKIE,1,0.01,PBS,Technicianmr,,
U244,SDN235,liver,Paula,1,0.85,SANDPOINT,1,0.06,ROSSETTE,1,0.03,FELIX,1,0.02,FORFAR,1,0.01,PBS,Technicianmr,,
U245,SDN236,liver,Chilko-North,3,0.99,BIRKENHEAD,3,0.01,CHILKO,3,0,NARROWS,1,0,CHILKO_SOUTH,2,0,PBS,Technicianmr,,
U246,SDN237,liver,Quesnel_Horsef,3,0.87,U_HORSEFLY,3,0.1,SEYMOUR,2,0.02,SCOTCH,2,0,L_HORSEFLY,3,0,PBS,Technicianmr,,
U247,SDN238,liver,Quesnel_Horsef,3,0.91,U_HORSEFLY,3,0.08,L_HORSEFLY,3,0,M_HORSEFLY,3,0,MCKINLEY,3,0,PBS,Technicianmr,,
U248,SDN239,liver,Quesnel_Horsef,3,0.91,U_HORSEFLY,3,0.09,HORSEFLY,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U249,SDN240,liver,L_Adams,4,1,EAGLE_L,4,0,L_SHUSWAP,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U250,SDN241,liver,L_Adams,4,0.99,BOWRON,2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U251,SDN242,liver,Seymour,2,0.78,SCOTCH,2,0.11,CHILKO-NORTH,3,0.08,QUESNEL_HORSEF,3,0.02,RAFT,2,0.01,PBS,Technicianmr,,
U252,SDN243,liver,Quesnel_Mitche,3,0.55,QUESNEL_HORSEF,3,0.35,BLACKWATER,1,0.02,PAULA,1,0.02,NARROWS,1,0.02,PBS,Technicianmr,,
U253,SDN244,liver,Chilko-North,3,0.98,RAFT,2,0.01,BIRKENHEAD,3,0.01,QUESNEL_HORSEF,3,0,U_HORSEFLY,3,0,PBS,Technicianmr,,
U254,SDN245,liver,L_Adams,4,0.96,CHILKO-NORTH,3,0.02,RAFT,2,0.01,MIDDLESHUSWAP,4,0.01,THOMPSON_N,2,0,PBS,Technicianmr,,
U255,SDN246,liver,L_Adams,4,0.99,BOWRON,2,0.01,EAGLE_L,4,0.01,CHILKO-NORTH,3,0,NA,NA,NA,PBS,Technicianmr,,
U256,SDN254,liver,L_Adams,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U257,SDN255,liver,Paula,1,0.85,SANDPOINT,1,0.08,TACHIE,3,0.02,ROSSETTE,1,0.01,FELIX,1,0.01,PBS,Technicianmr,,
U258,SDN256,liver,Chilko,3,0.98,L_ADAMS,4,0.01,CHILKO-NORTH,3,0,PAULA,1,0,THOMPSON_N,2,0,PBS,Technicianmr,,
U259,SDN257,liver,Chilko,3,0.96,L_ADAMS,4,0.04,LITTLE,4,0,PORTAGE_CR,4,0,ROARING,3,0,PBS,Technicianmr,,
U260,SDN258,liver,L_Adams,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U261,SDN259,liver,L_Adams,4,0.94,MIDDLESHUSWAP,4,0.02,RAFT,2,0.02,L_SHUSWAP,4,0.01,THOMPSON_N,2,0.01,PBS,Technicianmr,,
U262,SDN260,liver,L_Adams,4,1,CHILKO,3,0,LITTLE,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U263,S263DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U264,SDN262,liver,Mitchell,3,0.85,QUESNEL_MITCHE,3,0.15,QUESNEL_DECEPT,3,0,WASKO_CR,3,0,ROARING,3,0,PBS,Technicianmr,,
U265,S265DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U266,SDN276,liver,Scotch,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U267,SDN277,liver,Pitt,2,0.99,L_ADAMS,4,0,KALUM_LAKE,10,0,BIRKENHEAD,3,0,SCOTCH,2,0,PBS,Technicianmr,,
U268,SDN278,liver,Pinchi_Cr,3,0.95,TACHIE,3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U269,SDN279,liver,Pinchi_Cr,3,0.45,THOMPSON_N,2,0.26,RAFT,2,0.19,PITT,2,0.03,BIRKENHEAD,3,0.01,PBS,Technicianmr,,
U270,SDN280,liver,Chilko,3,0.99,QUESNEL_DECEPT,3,0,CHILKO-NORTH,3,0,CHILKO_SOUTH,2,0,NA,NA,NA,PBS,Technicianmr,,
U271,SDN265,liver,L_Adams,4,0.92,SCOTCH,2,0.05,LITTLE,4,0.02,EAGLE_L,4,0.01,PORTAGE_CR,4,0.01,PBS,Technicianmr,,
U272,SDN266,liver,Stellako,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U273,SDN267,liver,Chilko,3,0.85,THOMPSON_N,2,0.04,QUESNEL_HORSEF,3,0.04,BLACKWATER,1,0.02,SANDPOINT,1,0.02,PBS,Technicianmr,,
U274,SDN268,liver,Chilko,3,0.99,STELLAKO,3,0.01,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U275,SDN281,liver,Paula,1,0.88,TACHIE,3,0.07,HUDSON_BAY,1,0.02,ROSSETTE,1,0.02,FELIX,1,0.01,PBS,Technicianmr,,
U276,SDN282,liver,L_Adams,4,0.62,CHILKO,3,0.31,SCOTCH,2,0.02,EAGLE_L,4,0.02,LITTLE,4,0.01,PBS,Technicianmr,,
U277,SDN283,liver,Bowron,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U278,SDN284,liver,Chilko,3,1,QUESNEL_DECEPT,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U279,SDN285,liver,Chilko,3,0.99,THOMPSON_N,2,0.01,CHILKO-NORTH,3,0,QUESNEL_DECEPT,3,0,LITTLE,4,0,PBS,Technicianmr,,
U280,SDN292,liver,Pinchi_Cr,3,0.95,TACHIE,3,0.03,HUDSON_BAY,1,0.01,FORFAR,1,0,NA,NA,NA,PBS,Technicianmr,,
U281,SDN269,liver,Quesnel_Horsef,3,0.41,CHILKO,3,0.34,THOMPSON_N,2,0.15,STELLAKO,3,0.07,KYNOCK,1,0.01,PBS,Technicianmr,,
U284,SDN272,liver,Chilko,3,1,THOMPSON_N,2,0,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U285,SDN273,liver,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U286,SDN274,liver,Chilko,3,0.88,THOMPSON_N,2,0.06,RAFT,2,0.03,EAGLE_L,4,0.01,LITTLE,4,0.01,PBS,Technicianmr,,
U287,SDN286,liver,Chilko,3,0.88,THOMPSON_N,2,0.05,RAFT,2,0.03,FENNELL,2,0.02,CHILKO-NORTH,3,0.01,PBS,Technicianmr,,
U288,SDN287,liver,Scotch,2,1,L_ADAMS,4,0,SANDPOINT,1,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U289,SDN288,liver,Scotch,2,1,SEYMOUR,2,0,L_ADAMS,4,0,PITT,2,0,NA,NA,NA,PBS,Technicianmr,,
U290,SDN289,liver,Chilko,3,0.93,PINCHI_CR,3,0.05,CHILKO_SOUTH,2,0.02,CHILKO-NORTH,3,0.01,PORTAGE_CR,4,0,PBS,Technicianmr,,
U291,SDN290,liver,Chilko,3,0.87,QUESNEL_DECEPT,3,0.09,PINCHI_CR,3,0.02,EAGLE_L,4,0.01,THOMPSON_N,2,0.01,PBS,Technicianmr,,
U292,SDN293,liver,Pinchi_Cr,3,0.88,TACHIE,3,0.11,L_SHUSWAP,4,0.01,MIDDLE,3,0.01,MIDDLESHUSWAP,4,0,PBS,Technicianmr,,
U293,SDN294,liver,Chilko,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U294,SDN295,liver,Birkenhead,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U295,SDN296,liver,Quesnel_Decept,3,0.8,PINCHI_CR,3,0.09,CHILKO,3,0.04,MITCHELL,3,0.03,PITT,2,0.03,PBS,Technicianmr,,
U296,SDN297,liver,Gates_Cr,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U297,SDN298,liver,Chilko,3,0.99,CHILKO_SOUTH,2,0.01,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U298,SDN308,liver,Chilko,3,0.91,THOMPSON_N,2,0.07,CHILKO_SOUTH,2,0.01,TACHIE,3,0,PINCHI_CR,3,0,PBS,Technicianmr,,
U299,SDN309,liver,Weaver,4,0.89,CHILKO,3,0.07,WANNOCK,18,0.01,MARBLE_CR,18,0.01,PITT,2,0.01,PBS,Technicianmr,,
U300,SDN310,liver,Chilko,3,1,STELLAKO,3,0,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U301,SDN299,liver,Pinchi_Cr,3,0.88,TACHIE,3,0.09,CHILKO,3,0.01,NARROWS,1,0.01,HUDSON_BAY,1,0,PBS,Technicianmr,,
U302,SDN300,liver,Weaver,4,1,TACHIE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U303,SDN301,liver,Chilko,3,0.99,THOMPSON_N,2,0.01,CHILKO_SOUTH,2,0.01,PINCHI_CR,3,0,NA,NA,NA,PBS,Technicianmr,,
U304,SDN302,liver,Quesnel_Decept,3,0.84,WEAVER,4,0.06,PINCHI_CR,3,0.05,MITCHELL,3,0.02,THOMPSON_N,2,0.02,PBS,Technicianmr,,
U305,SDN303,liver,Weaver,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U306,SDN311,liver,Pinchi_Cr,3,0.91,TACHIE,3,0.08,MIDDLE,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U307,SDN312,liver,Quesnel_Horsef,3,0.98,U_HORSEFLY,3,0.01,L_HORSEFLY,3,0,HORSEFLY,3,0,LITTLE,4,0,PBS,Technicianmr,,
U308,SDN313,liver,Thompson_N,2,0.9,CHILKO,3,0.05,RAFT,2,0.04,QUESNEL_HORSEF,3,0.01,STELLAKO,3,0,PBS,Technicianmr,,
U309,SDN314,liver,Gluskie,1,0.97,MIDDLE,3,0.02,BLACKWATER,1,0.01,FIVEMILE,1,0,STELLAKO,3,0,PBS,Technicianmr,,
U310,SDN315,liver,Chilko,3,1,QUESNEL_MITCHE,3,0,STELLAKO,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U311,SDN304,liver,Chilko,3,0.65,THOMPSON_N,2,0.28,RAFT,2,0.03,L_SHUSWAP,4,0.01,L_ADAMS,4,0.01,PBS,Technicianmr,,
U312,SDN305,liver,Weaver,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U313,SDN306,liver,Pinchi_Cr,3,0.54,THOMPSON_N,2,0.31,QUESNEL_DECEPT,3,0.08,CHILKO,3,0.05,L_ADAMS,4,0.01,PBS,Technicianmr,,
U315,SDN307,liver,Pinchi_Cr,3,0.87,QUESNEL_DECEPT,3,0.05,CHILKO,3,0.04,TACHIE,3,0.01,HUDSON_BAY,1,0.01,PBS,Technicianmr,,
U316,SDN316,liver,Chilko,3,0.68,THOMPSON_N,2,0.13,PINCHI_CR,3,0.12,RAFT,2,0.03,QUESNEL_DECEPT,3,0.02,PBS,Technicianmr,,
U317,SDN317,liver,Mitchell,3,0.93,QUESNEL_MITCHE,3,0.07,BLUE_LEAD_CK,3,0,QUESNEL_DECEPT,3,0,ROARING,3,0,PBS,Technicianmr,,
U318,SDN318,liver,Chilko,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U319,SDN319,liver,Chilko,3,0.88,THOMPSON_N,2,0.11,RAFT,2,0,LITTLE,4,0,QUESNEL_HORSEF,3,0,PBS,Technicianmr,,
U320,SDN320,liver,Stellako,3,0.43,L_ADAMS,4,0.34,MIDDLE,3,0.12,SEYMOUR,2,0.06,CHILKO,3,0.04,PBS,Technicianmr,,
U321,SDN321,liver,Pinchi_Cr,3,0.94,TACHIE,3,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U322,SDN407,liver,Chilko,3,0.96,THOMPSON_N,2,0.02,MIDDLE,3,0.01,STELLAKO,3,0,EAGLE_L,4,0,PBS,Technicianmr,,
U323,SDN408,liver,Middle,3,0.95,STELLAKO,3,0.03,CHILKO,3,0.01,TACHIE,3,0,FORFAR,1,0,PBS,Technicianmr,,
U324,SDN409,liver,Blue_Lead_Ck,3,0.79,QUESNEL_MITCHE,3,0.11,MITCHELL,3,0.1,QUESNEL_DECEPT,3,0,WASKO_CR,3,0,PBS,Technicianmr,,
U325,SDN410,liver,Horsefly,3,0.44,L_ADAMS,4,0.39,CHILKO,3,0.1,STELLAKO,3,0.02,KALUM_LAKE,10,0.02,PBS,Technicianmr,,
U326,SDN415,liver,Middle,3,0.42,GLUSKIE,1,0.26,PORTER_CR,1,0.14,BLACKWATER,1,0.09,STELLAKO,3,0.03,PBS,Technicianmr,,
U327,SDN427,liver,Quesnel_Mitche,3,0.99,MITCHELL,3,0.01,BLUE_LEAD_CK,3,0,CHILKO,3,0,HORSEFLY,3,0,PBS,Technicianmr,,
U328,SDN453,liver,Quesnel_Horsef,3,0.95,LITTLE,4,0.01,CHILKO,3,0.01,U_HORSEFLY,3,0.01,QUESNEL_DECEPT,3,0.01,PBS,Technicianmr,,
U329,SDN571,liver,Pinchi_Cr,3,0.94,MIDDLE,3,0.06,PAULA,1,0,CHILKO,3,0,STELLAKO,3,0,PBS,Technicianmr,,
U330,SDN572,liver,L_Adams,4,0.33,SEYMOUR,2,0.25,PINCHI_CR,3,0.23,CHILKO_SOUTH,2,0.09,LITTLE,4,0.04,PBS,Technicianmr,,
U331,SDN322,liver,Blackwater,1,0.36,HUDSON_BAY,1,0.2,KYNOCK,1,0.16,SANDPOINT,1,0.12,FELIX,1,0.05,PBS,Technicianmr,,
U332,SDN323,liver,Chilko,3,0.29,THOMPSON_N,2,0.21,LITTLE,4,0.18,QUESNEL_HORSEF,3,0.14,EAGLE_L,4,0.04,PBS,Technicianmr,,
U333,SDN324,liver,Birkenhead,3,0.79,PITT,2,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U334,SDN325,liver,Chilko,3,1,MIDDLE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U335,SDN327,liver,L_Adams,4,0.37,GLUSKIE,1,0.2,KYNOCK,1,0.19,DUST,1,0.08,PORTER_CR,1,0.06,PBS,Technicianmr,,
U336,SDN328,liver,Stellako,3,0.99,L_ADAMS,4,0,MIDDLE,3,0,FELIX,1,0,DUST,1,0,PBS,Technicianmr,,
U337,SDN329,liver,Quesnel_Horsef,3,0.67,U_HORSEFLY,3,0.2,MCKINLEY,3,0.11,HORSEFLY,3,0.01,M_HORSEFLY,3,0.01,PBS,Technicianmr,,
U338,S338DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U339,SDN331,liver,Chilko,3,1,QUESNEL_HORSEF,3,0,THOMPSON_N,2,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U340,SDN332,liver,Chilko,3,0.98,QUESNEL_HORSEF,3,0.01,U_HORSEFLY,3,0.01,MIDDLE,3,0,BLUE_LEAD_CK,3,0,PBS,Technicianmr,,
U341,SDN326,liver,Gates_Cr,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U342,SDN333,liver,Gates_Cr,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U343,SDN334,liver,Chilko,3,0.5,L_ADAMS,4,0.44,MIDDLE,3,0.03,PORTAGE_CR,4,0.01,DUST,1,0,PBS,Technicianmr,,
U344,SDN335,liver,Weaver,4,0.96,PITT,2,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U345,SDN336,liver,Chilko,3,0.99,THOMPSON_N,2,0.01,CHILKO-NORTH,3,0,CHILKO_SOUTH,2,0,NA,NA,NA,PBS,Technicianmr,,
U346,SDN337,liver,Chilko,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U347,SDN338,liver,Birkenhead,3,1,WEAVER,4,0,CHILKO,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U348,S348DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U349,SDN347,liver,Chilko,3,0.46,RAFT,2,0.24,LITTLE,4,0.15,THOMPSON_N,2,0.09,CHILKO_SOUTH,2,0.03,PBS,Technicianmr,,
U350,SDN348,liver,Chilko,3,0.6,STELLAKO,3,0.16,SANDPOINT,1,0.08,BLACKWATER,1,0.04,EAGLE_L,4,0.03,PBS,Technicianmr,,
U351,SDN340,liver,Horsefly,3,0.32,CHILKO,3,0.3,L_ADAMS,4,0.29,PORTER_CR,1,0.04,GLUSKIE,1,0.03,PBS,Technicianmr,,
U352,SDN341,liver,Blue_Lead_Ck,3,0.8,QUESNEL_DECEPT,3,0.07,U_HORSEFLY,3,0.05,QUESNEL_MITCHE,3,0.03,QUESNEL_HORSEF,3,0.03,PBS,Technicianmr,,
U353,SDN342,liver,Quesnel_Horsef,3,0.68,U_HORSEFLY,3,0.2,MCKINLEY,3,0.11,QUESNEL_DECEPT,3,0,HORSEFLY,3,0,PBS,Technicianmr,,
U354,SDN343,liver,Thompson_N,2,0.72,QUESNEL_HORSEF,3,0.15,U_HORSEFLY,3,0.04,EAGLE_L,4,0.02,LITTLE,4,0.02,PBS,Technicianmr,,
U355,SDN344,liver,Quesnel_Horsef,3,0.78,CHILKO,3,0.06,MITCHELL,3,0.04,BLACKWATER,1,0.03,QUESNEL_MITCHE,3,0.02,PBS,Technicianmr,,
U356,SDN345,liver,Stellako,3,0.82,BLACKWATER,1,0.12,HUDSON_BAY,1,0.03,PORTER_CR,1,0.01,SANDPOINT,1,0,PBS,Technicianmr,,
U357,SDN349,liver,Chilko,3,0.99,RAFT,2,0.01,QUESNEL_HORSEF,3,0,THOMPSON_N,2,0,QUESNEL_DECEPT,3,0,PBS,Technicianmr,,
U358,SDN350,liver,Chilko,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U359,SDN351,liver,Chilko,3,1,RAFT,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U360,SDN352,liver,Blue_Lead_Ck,3,0.81,QUESNEL_MITCHE,3,0.11,MITCHELL,3,0.05,QUESNEL_DECEPT,3,0.03,QUESNEL_HORSEF,3,0,PBS,Technicianmr,,
U361,SDN346,liver,Pitt,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U362,SDN353,liver,Chilko,3,1,CHILKO_SOUTH,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U363,SDN354,liver,Stellako,3,0.65,THOMPSON_N,2,0.24,CHILKO,3,0.1,KUZKWA_CR,3,0,TACHIE,3,0,PBS,Technicianmr,,
U364,SDN355,liver,Chilko,3,1,CHILKO-NORTH,3,0,CHILKO_SOUTH,2,0,THOMPSON_N,2,0,NA,NA,NA,PBS,Technicianmr,,
U365,SDN356,liver,Quesnel_Horsef,3,0.68,U_HORSEFLY,3,0.2,MCKINLEY,3,0.11,QUESNEL_DECEPT,3,0,HORSEFLY,3,0,PBS,Technicianmr,,
U366,SDN357,liver,Chilko,3,0.97,MIDDLE,3,0.03,CHILKO_SOUTH,2,0,SINTA,1,0,U_HORSEFLY,3,0,PBS,Technicianmr,,
U367,SDN358,liver,Thompson_N,2,0.89,RAFT,2,0.07,CHILKO,3,0.04,BLUE_LEAD_CK,3,0,QUESNEL_HORSEF,3,0,PBS,Technicianmr,,
U368,SDN364,liver,Thompson_N,2,0.71,CHILKO,3,0.1,RAFT,2,0.06,LITTLE,4,0.06,MIDDLESHUSWAP,4,0.04,PBS,Technicianmr,,
U369,SDN365,liver,Forfar,1,0.24,HUDSON_BAY,1,0.18,SANDPOINT,1,0.16,BIVOUAC,1,0.12,PORTER_CR,1,0.06,PBS,Technicianmr,,
U370,SDN366,liver,Chilko,3,0.21,THOMPSON_N,2,0.14,FORFAR,1,0.12,BIVOUAC,1,0.11,SANDPOINT,1,0.07,PBS,Technicianmr,,
U371,SDN359,liver,Chilko,3,1,BLUE_LEAD_CK,3,0,HORSEFLY,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U372,SDN360,liver,Chilko,3,0.96,EAGLE_L,4,0.04,THOMPSON_N,2,0,L_ADAMS,4,0,NA,NA,NA,PBS,Technicianmr,,
U373,SDN361,liver,Chilko,3,0.96,RAFT,2,0.02,THOMPSON_N,2,0.02,FENNELL,2,0,LITTLE,4,0,PBS,Technicianmr,,
