ufn,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab,quality_level,quality_flag,quality_log
U164,2015-10-09,None,Present,18.6,NA,130,"From JS thawed fish. 1 copepodid destroyed and not retained, carolyn double checked for lice",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U165,2015-10-09,None,Present,13,NA,109,"From JS thawed fish, Dylan double checked for lice",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U166,2015-10-09,None,Present,14.1,NA,115,"From JS thawed fish, Dylan double checked for lice",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U184,2015-10-13,None,Present,13.8,NA,106,From JS thawed fish,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U185,2015-10-13,None,Present,10.8,NA,93,From JS thawed fish,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U186,2015-10-13,None,Present,13,NA,103,From JS thawed fish,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U187,2015-10-13,None,Present,12.6,NA,108,From JS thawed fish,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U188,2015-10-13,None,Present,10.6,NA,102,From JS thawed fish,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U189,2015-10-13,None,Present,13.4,NA,108,From JS thawed fish,NA,CK,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U175,2015-10-13,None,Present,11.7,NA,107,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U176,2015-10-13,None,Present,9.3,NA,96,"From JS thawed fish. Cracked otolith, only 1 retained",Lots of scales missing,DS,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U177,2015-10-13,None,Present,14,NA,111,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U178,2015-10-13,None,Present,12.8,NA,106,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U179,2015-10-13,None,Present,11.2,NA,102,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U167,2015-10-13,None,Present,13.5,NA,103,"From JS thawed fish. Cal a not retained, 1 cal b cal retained from u168 by mistake",NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U168,2015-10-13,None,Present,10.5,NA,110,From JS thawed fish. 1 cal b cal not retained,1 cal b cal not retained,KI,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U169,2015-10-13,None,Present,11.9,NA,104,From JS thawed fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U170,2015-10-13,None,Present,10.6,NA,103,From JS thawed fish,1 otolith,KI,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U191,2015-10-13,None,Present,17.7,NA,120,From JS thawed fish,1 otolith,KI,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U126,2015-10-13,None,Present,11.6,NA,104,From JS thawed fish,NA,LP,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U180,2015-10-14,None,Present,11.8,NA,108,From JS thawed fish. 1 caligus chal a not retained,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U201,2015-10-14,None,Present,13.4,NA,105,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U202,2015-10-14,None,Present,14.9,NA,113,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U203,2015-10-14,None,Present,11.7,NA,103,From JS thawed fish. 1 caligus chal a not retained,1 caligus chal a not retained,DS,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U204,2015-10-14,None,Present,17.8,NA,119,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,NA,Technicianmr,NA,NA
U192,2015-10-14,None,Present,13.8,NA,112,From JS thawed fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U193,2015-10-14,None,Present,12.8,NA,108,From JS thawed fish,1 otolith,KI,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U194,2015-10-14,None,Present,15,NA,128,From JS thawed fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U195,2015-10-14,None,Present,29.8,NA,139,From JS thawed fish,NA,KI,no_cold_samples,lab_fine_2015,NA,Technicianmr,NA,NA
U190,2015-10-16,None,Present,18.5,NA,120,From JS thawed fish,NA,CK,no_cold_samples,lab_fine_2015,NA,Technicianmr,NA,NA
U211,2015-10-16,None,Present,31.4,NA,142,From JS thawed fish,NA,CK,no_cold_samples,lab_fine_2015,NA,Technicianmr,NA,NA
U212,2015-10-16,None,Present,30.3,NA,138,From JS thawed fish,Tag said j08 typo?,CK,no_cold_samples,lab_fine_2015,NA,Technicianmr,NA,NA
U205,2015-10-16,None,Present,38.8,NA,153,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,NA,Technicianmr,NA,NA
U206,2015-10-16,CWT,Present,29.7,NA,136,From JS thawed fish,NA,DS,no_cold_samples,lab_fine_2015,NA,Technicianmr,NA,NA
U196,2015-10-16,None,Present,13.6,NA,109,From JS thawed fish,1 otolith,KI,no_cold_samples,lab_fine_2015,NA,Technicianmr,NA,NA
U197,2015-10-16,None,Present,17.1,NA,113,From JS thawed fish,NA,KI,no_cold_samples,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U198,2015-10-16,None,Present,37.8,NA,150,From JS thawed fish,NA,KI,no_cold_samples,lab_fine_2015,NA,Technicianmr,NA,NA
U199,2015-10-16,None,Present,48.6,NA,155,From JS thawed fish,NA,KI,no_cold_samples,lab_fine_2015,NA,Technicianmr,NA,NA
U213,2015-10-20,None,Present,11.4,NA,92,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U214,2015-10-20,None,Present,7.6,NA,87,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U215,2015-10-20,None,Present,10.7,NA,100,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U216,2015-10-20,None,Present,9.6,NA,96,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U217,2015-10-20,None,Present,10.6,NA,100,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U207,2015-10-20,None,Present,8.6,NA,93,RNA samples being sent to Miller lab for trial. DNA small chunk taken,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U208,2015-10-20,None,Present,8.2,NA,92,"RNA samples being sent to Miller lab for trial. 1 caligus cal a not retained, kidney in vial labeled f1",NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U209,2015-10-20,None,Present,10.2,NA,92,RNA samples being sent to Miller lab for trial,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U210,2015-10-20,None,Present,10,NA,98,RNA samples being sent to Miller lab for trial. no otoliths. 1 cal a caligus not retained,No otoliths,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U241,2015-10-20,None,Present,9.3,NA,99,RNA samples being sent to Miller lab for trial,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U200,2015-10-20,None,Present,8,NA,82,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U231,2015-10-20,None,Present,10.7,NA,96,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U232,2015-10-20,None,Present,8.9,NA,92,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U233,2015-10-20,None,Present,9,NA,100,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U234,2015-10-20,None,Present,8.6,NA,103,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U235,2015-10-20,None,Present,7.8,NA,100,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U127,2015-10-20,None,Present,8.2,NA,88,RNA samples being sent to Miller lab for trial,1 otolith,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U218,2015-10-21,None,Present,10,NA,100,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U219,2015-10-21,None,Present,14.5,NA,106,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U220,2015-10-21,None,Present,11.9,NA,104,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U221,2015-10-21,None,Present,16,NA,105,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U222,2015-10-21,None,Present,14,NA,109,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U223,2015-10-21,None,Present,26,NA,126,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U242,2015-10-21,None,Present,19.3,NA,119,RNA samples being sent to Miller lab for trial. 2 cal copes not retained,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U243,2015-10-21,None,Present,16.2,NA,109,RNA samples being sent to Miller lab for trial. 1 cal cope not retained,1 otolith,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U244,2015-10-21,None,Present,17.6,NA,115,RNA samples being sent to Miller lab for trial,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U245,2015-10-21,None,Present,21.8,NA,121,RNA samples being sent to Miller lab for trial. no fatty acid sample taken.,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U246,2015-10-21,None,Present,21.1,NA,122,RNA samples being sent to Miller lab for trial,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U236,2015-10-21,None,Present,11,NA,98,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U237,2015-10-21,None,Present,17.1,NA,109,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U238,2015-10-21,None,Present,NA,NA,115,RNA samples being sent to Miller lab for trial,Hemorhagged pelic fins,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U239,2015-10-21,None,Present,15,NA,104,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U240,2015-10-21,None,Present,24.4,NA,127,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U128,2015-10-21,None,Present,11.2,NA,104,RNA samples being sent to Miller lab for trial,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U247,2015-10-22,None,Present,26.4,NA,125,RNA samples being sent to Miller lab for trial,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U248,2015-10-22,None,Present,28.6,NA,124,RNA samples being sent to Miller lab for trial. Preadult caligus female in two pieces in vial.,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U249,2015-10-22,None,Present,3.4,NA,67,RNA samples being sent to Miller lab for trial. Tissue samples may be compromised due to small size of fish,unidetentified organism found,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U250,2015-10-22,None,Present,6.5,NA,83,RNA samples being sent to Miller lab for trial. 1 caligus chal a not retained,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U251,2015-10-22,None,Present,29.5,NA,129,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U252,2015-10-22,None,Present,25.8,NA,127,"RNA samples being sent to Miller lab for trial. 1 cal, caligus cope not retained",NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U253,2015-10-22,None,Present,NA,NA,115,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U254,2015-10-22,None,Present,6.1,NA,84,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U255,2015-10-22,None,Present,7.5,NA,85,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U224,2015-10-23,None,Present,4.7,NA,76,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U225,2015-10-23,None,Present,4,NA,73,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U226,2015-10-23,None,Present,15.5,NA,106,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U227,2015-10-23,None,Present,14.6,NA,109,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U228,2015-10-23,None,Present,11.2,NA,104,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U229,2015-10-23,None,Present,17.2,NA,115,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U261,2015-10-23,None,Present,4.1,NA,72,RNA samples being sent to Miller lab for trial,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U262,2015-10-23,None,Present,5.4,NA,80,RNA samples being sent to Miller lab for trial,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U263,2015-10-23,None,Present,15.6,NA,110,RNA samples being sent to Miller lab for trial,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U264,2015-10-23,None,Present,11.8,NA,100,RNA samples being sent to Miller lab for trial,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U265,2015-10-23,None,Present,16.2,NA,112,RNA samples being sent to Miller lab for trial,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U256,2015-10-23,None,Present,6.9,NA,86,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U257,2015-10-23,None,Present,16.4,NA,117,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U258,2015-10-23,None,Present,16.8,NA,114,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U259,2015-10-23,None,Present,13.7,NA,106,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U260,2015-10-23,None,Present,5,NA,76,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U129,2015-10-23,None,Present,2.8,NA,63,RNA samples being sent to Miller lab for trial,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U230,2015-10-26,None,Present,11.5,NA,104,RNA samples being sent to Miller lab for trial,Unidentified organism saved; parasite attached to gills,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U281,2015-10-26,None,Present,8.9,NA,97,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U284,2015-10-26,None,Present,5.2,NA,76,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U285,2015-10-26,None,Present,9.2,NA,95,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U286,2015-10-26,None,Present,9.2,NA,94,RNA samples being sent to Miller lab for trial,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U271,2015-10-26,None,Present,14,NA,109,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U272,2015-10-26,None,Present,6.9,NA,89,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U273,2015-10-26,None,Present,9.4,NA,96,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U274,2015-10-26,None,Present,9.6,NA,96,RNA samples being sent to Miller lab for trial,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U287,2015-10-27,None,Present,14.7,NA,105,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U288,2015-10-27,None,Present,9.8,NA,95,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U289,2015-10-27,None,Present,11.9,NA,101,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U290,2015-10-27,None,Present,NA,NA,104,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U291,2015-10-27,None,Present,11.3,NA,100,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U266,2015-10-27,None,Present,14.1,NA,108,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment. 1 otolith retained",1 otolith retained,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U267,2015-10-27,None,Present,13.4,NA,105,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U268,2015-10-27,None,Present,10.8,NA,95,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U269,2015-10-27,None,Present,10.1,NA,104,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U270,2015-10-27,None,Present,9.9,NA,96,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U275,2015-10-27,None,Present,17.3,NA,119,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U276,2015-10-27,None,Present,9.3,NA,97,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment. One very clear cal cop. retained",One very clear cal cop. retained,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U277,2015-10-27,None,Present,13.6,NA,105,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U278,2015-10-27,None,Present,13.3,NA,106,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U279,2015-10-27,None,Present,12,NA,97,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U130,2015-10-27,None,Present,12.7,NA,106,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U292,2015-10-28,None,Present,22.5,NA,128,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U293,2015-10-28,None,Present,10.8,NA,95,Fork length approximate because fish was missinhgboth caudal lobes,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U294,2015-10-28,None,Present,10.8,NA,103,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U295,2015-10-28,None,Present,11,NA,101,Head and tether of cal. chal b included into vial and counted as one indivual,very light liver,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
