ufn,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab
U232,2015-10-20,None,Present,8.9,,92,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U233,2015-10-20,None,Present,9,,100,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U234,2015-10-20,None,Present,8.6,,103,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U235,2015-10-20,None,Present,7.8,,100,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U127,2015-10-20,None,Present,8.2,,88,RNA samples being sent to Miller lab for trial,1 otolith,LP,full1,lab_fine_2015,lportner_fine
U218,2015-10-21,None,Present,10,,100,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U219,2015-10-21,None,Present,14.5,,106,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U220,2015-10-21,None,Present,11.9,,104,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U221,2015-10-21,None,Present,16,,105,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U222,2015-10-21,None,Present,14,,109,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U223,2015-10-21,None,Present,26,,126,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U242,2015-10-21,None,Present,19.3,,119,RNA samples being sent to Miller lab for trial. 2 cal copes not retained,NA,DS,full1,lab_fine_2015,lportner_fine
U243,2015-10-21,None,Present,16.2,,109,RNA samples being sent to Miller lab for trial. 1 cal cope not retained,1 otolith,DS,full1,lab_fine_2015,lportner_fine
U244,2015-10-21,None,Present,17.6,,115,RNA samples being sent to Miller lab for trial,NA,DS,full1,lab_fine_2015,lportner_fine
U245,2015-10-21,None,Present,21.8,,121,RNA samples being sent to Miller lab for trial. no fatty acid sample taken.,NA,DS,full1,lab_fine_2015,lportner_fine
U246,2015-10-21,None,Present,21.1,,122,RNA samples being sent to Miller lab for trial,NA,DS,full1,lab_fine_2015,lportner_fine
U236,2015-10-21,None,Present,11,,98,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U237,2015-10-21,None,Present,17.1,,109,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U238,2015-10-21,None,Present,NA,,115,RNA samples being sent to Miller lab for trial,Hemorhagged pelic fins,KI,full1,lab_fine_2015,lportner_fine
U239,2015-10-21,None,Present,15,,104,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U240,2015-10-21,None,Present,24.4,,127,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U128,2015-10-21,None,Present,11.2,,104,RNA samples being sent to Miller lab for trial,NA,LP,full1,lab_fine_2015,lportner_fine
U247,2015-10-22,None,Present,26.4,,125,RNA samples being sent to Miller lab for trial,NA,DS,full1,lab_fine_2015,lportner_fine
U248,2015-10-22,None,Present,28.6,,124,RNA samples being sent to Miller lab for trial. Preadult caligus female in two pieces in vial.,NA,DS,full1,lab_fine_2015,lportner_fine
U249,2015-10-22,None,Present,3.4,,67,RNA samples being sent to Miller lab for trial. Tissue samples may be compromised due to small size of fish,unidetentified organism found,DS,full1,lab_fine_2015,lportner_fine
U250,2015-10-22,None,Present,6.5,,83,RNA samples being sent to Miller lab for trial. 1 caligus chal a not retained,NA,DS,full1,lab_fine_2015,lportner_fine
U251,2015-10-22,None,Present,29.5,,129,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U252,2015-10-22,None,Present,25.8,,127,"RNA samples being sent to Miller lab for trial. 1 cal, caligus cope not retained",NA,KI,full1,lab_fine_2015,lportner_fine
U253,2015-10-22,None,Present,NA,,115,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U254,2015-10-22,None,Present,6.1,,84,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U255,2015-10-22,None,Present,7.5,,85,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U224,2015-10-23,None,Present,4.7,,76,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U225,2015-10-23,None,Present,4,,73,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U226,2015-10-23,None,Present,15.5,,106,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U227,2015-10-23,None,Present,14.6,,109,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U228,2015-10-23,None,Present,11.2,,104,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U229,2015-10-23,None,Present,17.2,,115,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U261,2015-10-23,None,Present,4.1,,72,RNA samples being sent to Miller lab for trial,NA,DS,full1,lab_fine_2015,lportner_fine
U262,2015-10-23,None,Present,5.4,,80,RNA samples being sent to Miller lab for trial,NA,DS,full1,lab_fine_2015,lportner_fine
U263,2015-10-23,None,Present,15.6,,110,RNA samples being sent to Miller lab for trial,NA,DS,full1,lab_fine_2015,lportner_fine
U264,2015-10-23,None,Present,11.8,,100,RNA samples being sent to Miller lab for trial,NA,DS,full1,lab_fine_2015,lportner_fine
U265,2015-10-23,None,Present,16.2,,112,RNA samples being sent to Miller lab for trial,NA,DS,full1,lab_fine_2015,lportner_fine
U256,2015-10-23,None,Present,6.9,,86,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U257,2015-10-23,None,Present,16.4,,117,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U258,2015-10-23,None,Present,16.8,,114,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U259,2015-10-23,None,Present,13.7,,106,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U260,2015-10-23,None,Present,5,,76,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U129,2015-10-23,None,Present,2.8,,63,RNA samples being sent to Miller lab for trial,NA,LP,full1,lab_fine_2015,lportner_fine
U230,2015-10-26,None,Present,11.5,,104,RNA samples being sent to Miller lab for trial,Unidentified organism saved; parasite attached to gills,CK,full1,lab_fine_2015,lportner_fine
U281,2015-10-26,None,Present,8.9,,97,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U284,2015-10-26,None,Present,5.2,,76,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U285,2015-10-26,None,Present,9.2,,95,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U286,2015-10-26,None,Present,9.2,,94,RNA samples being sent to Miller lab for trial,NA,CK,full1,lab_fine_2015,lportner_fine
U271,2015-10-26,None,Present,14,,109,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U272,2015-10-26,None,Present,6.9,,89,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U273,2015-10-26,None,Present,9.4,,96,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U274,2015-10-26,None,Present,9.6,,96,RNA samples being sent to Miller lab for trial,NA,KI,full1,lab_fine_2015,lportner_fine
U287,2015-10-27,None,Present,14.7,,105,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full1,lab_fine_2015,lportner_fine
U288,2015-10-27,None,Present,9.8,,95,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full1,lab_fine_2015,lportner_fine
U289,2015-10-27,None,Present,11.9,,101,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full1,lab_fine_2015,lportner_fine
U290,2015-10-27,None,Present,NA,,104,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full1,lab_fine_2015,lportner_fine
U291,2015-10-27,None,Present,11.3,,100,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,CK,full1,lab_fine_2015,lportner_fine
U266,2015-10-27,None,Present,14.1,,108,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment. 1 otolith retained",1 otolith retained,DS,full1,lab_fine_2015,lportner_fine
U267,2015-10-27,None,Present,13.4,,105,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full1,lab_fine_2015,lportner_fine
U268,2015-10-27,None,Present,10.8,,95,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full1,lab_fine_2015,lportner_fine
U269,2015-10-27,None,Present,10.1,,104,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full1,lab_fine_2015,lportner_fine
U270,2015-10-27,None,Present,9.9,,96,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,DS,full1,lab_fine_2015,lportner_fine
U275,2015-10-27,None,Present,17.3,,119,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full1,lab_fine_2015,lportner_fine
U276,2015-10-27,None,Present,9.3,,97,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment. One very clear cal cop. retained",One very clear cal cop. retained,KI,full1,lab_fine_2015,lportner_fine
U277,2015-10-27,None,Present,13.6,,105,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full1,lab_fine_2015,lportner_fine
U278,2015-10-27,None,Present,13.3,,106,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full1,lab_fine_2015,lportner_fine
U279,2015-10-27,None,Present,12,,97,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full1,lab_fine_2015,lportner_fine
U130,2015-10-27,None,Present,12.7,,106,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,LP,full1,lab_fine_2015,lportner_fine
U292,2015-10-28,None,Present,22.5,,128,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U293,2015-10-28,None,Present,10.8,,95,Fork length approximate because fish was missinhgboth caudal lobes,NA,CK,full1,lab_fine_2015,lportner_fine
U294,2015-10-28,None,Present,10.8,,103,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U295,2015-10-28,None,Present,11,,101,Head and tether of cal. chal b included into vial and counted as one indivual,very light liver,CK,full1,lab_fine_2015,lportner_fine
U296,2015-10-28,None,Present,10.5,,99,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U297,2015-10-28,None,Present,7.5,,88,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U311,2015-10-28,None,Present,12.7,,104,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U312,2015-10-28,None,Present,12.9,,109,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U313,2015-10-28,None,Present,10.6,,99,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U315,2015-10-28,None,Present,18.4,,120,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U280,2015-10-28,None,Present,19.5,,120,"RNA samples being sent to Miller lab for trial, but this sample is not part of experiment",NA,KI,full1,lab_fine_2015,lportner_fine
U301,2015-10-28,None,Present,16,,116,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U302,2015-10-28,None,Present,9,,100,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U303,2015-10-28,None,Present,9.3,,94,1 squished cal chal a retained,NA,KI,full1,lab_fine_2015,lportner_fine
U304,2015-10-28,None,Present,7.4,,89,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U305,2015-10-28,None,Present,13.2,,108,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U298,2015-10-29,None,Present,11.7,,101,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U299,2015-10-29,None,Present,15.3,,119,Louse numbers for this vial and for u300 were tallied on the wrong line on the data sheet so a mistake may have been made with tally (i realized and estimated what the numbers should have been),NA,CK,full1,lab_fine_2015,lportner_fine
U300,2015-10-29,None,Present,7.7,,89,Louse numbers for this vial and for u299 were tallied on the wrong line on the data sheet so a mistake may have been made with tally (i realized and estimated what the numbers should have been),NA,CK,full1,lab_fine_2015,lportner_fine
U331,2015-10-29,None,Present,10.2,,101,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U332,2015-10-29,None,Present,8.7,,97,No otoliths collected,NA,CK,full1,lab_fine_2015,lportner_fine
U333,2015-10-29,None,Present,10.4,,100,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U334,2015-10-29,None,Present,10.6,,99,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U316,2015-10-29,None,Present,9.2,,91,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U317,2015-10-29,None,Present,8.4,,96,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U318,2015-10-29,None,Present,8.3,,91,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U319,2015-10-29,None,Present,9.2,,102,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U320,2015-10-29,None,Present,13.1,,107,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U306,2015-10-29,None,Present,12.2,,103,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U307,2015-10-29,None,Present,9.2,,101,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U308,2015-10-29,None,Present,11.1,,103,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U309,2015-10-29,None,Present,12.6,,107,Two sea lice vials,NA,KI,full1,lab_fine_2015,lportner_fine
U310,2015-10-29,None,Present,12.2,,104,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U341,2015-10-29,None,Present,10.7,,103,I otoloith,NA,KI,full1,lab_fine_2015,lportner_fine
U321,2015-10-29,None,Present,11.7,,104,NA,NA,LP,full1,lab_fine_2015,lportner_fine
U335,2015-10-30,None,Present,8.7,,99,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U336,2015-10-30,None,Present,14.3,,110,2 cal chal a from u337 in vial (counted in u337),NA,CK,full1,lab_fine_2015,lportner_fine
U337,2015-10-30,None,Present,10.6,,95,One otolith,NA,CK,full1,lab_fine_2015,lportner_fine
U338,2015-10-30,None,Present,14.6,,105,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U339,2015-10-30,None,Present,7.2,,85,Brain dropped into bare well,NA,CK,full1,lab_fine_2015,lportner_fine
U340,2015-10-30,None,Present,11.7,,95,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U361,2015-10-30,None,Present,9.1,,98,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U351,2015-10-30,None,Present,NA,,103,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U352,2015-10-30,None,Present,8.7,,86,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U353,2015-10-30,None,Present,11.7,,92,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U354,2015-10-30,None,Present,10.9,,96,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U355,2015-10-30,None,Present,12,,98,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U356,2015-10-30,None,Present,10.5,,103,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U342,2015-10-30,None,Present,10,,99,1 cal chal a destroyed,NA,KI,full1,lab_fine_2015,lportner_fine
U343,2015-10-30,None,Present,10.3,,98,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U344,2015-10-30,None,Present,10.3,,95,No scales taken.,NA,KI,full1,lab_fine_2015,lportner_fine
U345,2015-10-30,None,Present,11.9,,92,Fork length approc. caudel fin gone,NA,KI,full1,lab_fine_2015,lportner_fine
U346,2015-10-30,None,Present,11.4,,96,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U347,2015-10-30,None,Present,11.3,,102,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U348,2015-10-30,None,Present,9.7,,94,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U362,2015-11-02,None,Present,6.8,,89,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U363,2015-11-02,None,Present,10.2,,101,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U364,2015-11-02,None,Present,5.9,,80,Fork length approx. missing caudal fin,NA,CK,full1,lab_fine_2015,lportner_fine
U365,2015-11-02,None,Present,8.5,,85,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U366,2015-11-02,None,Present,8.8,,91,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U367,2015-11-02,None,Present,6.8,,81,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U357,2015-11-02,None,Present,10.6,,101,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U358,2015-11-02,None,Present,10.2,,100,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U359,2015-11-02,None,Present,9.6,,97,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U360,2015-11-02,None,Present,6.9,,88,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U381,2015-11-02,None,Present,6.7,,86,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U349,2015-11-02,None,Present,11.1,,104,"1 oto,  1 pre adult cal tail end found in bag, one cal chal b not retained, 1 cal b male torn, 1 cal chal a not retained",NA,KI,full1,lab_fine_2015,lportner_fine
U350,2015-11-02,None,Present,9.8,,101,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U371,2015-11-02,None,Present,7.1,,85,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U372,2015-11-02,None,Present,7.6,,91,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U373,2015-11-02,None,Present,9.8,,92,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U374,2015-11-02,None,Present,7.4,,85,NA,NA,KI,full1,lab_fine_2015,lportner_fine
U368,2015-11-03,None,Present,9.1,,94,One otolith,NA,CK,full1,lab_fine_2015,lportner_fine
U369,2015-11-03,None,Present,10.4,,100,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U370,2015-11-03,None,Present,12.1,,97,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U391,2015-11-03,None,Present,21.8,,123,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U392,2015-11-03,None,Present,22.8,,121,No otoliths,NA,CK,full1,lab_fine_2015,lportner_fine
U393,2015-11-03,None,Present,16.8,,115,No otoliths,NA,CK,full1,lab_fine_2015,lportner_fine
U382,2015-11-03,None,Present,10.4,,102,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U383,2015-11-03,None,Present,NA,,97,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U384,2015-11-03,None,Present,14.6,,103,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U385,2015-11-03,None,Present,16.2,,99,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U386,2015-11-03,None,Present,25.3,,126,NA,NA,DS,full1,lab_fine_2015,lportner_fine
U394,2015-11-04,None,Present,17.4,,117,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U395,2015-11-04,None,Present,16.8,,115,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U396,2015-11-04,None,Present,10.2,,95,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U397,2015-11-04,None,Present,8.4,,97,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U398,2015-11-04,None,Present,7.6,,88,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U399,2015-11-04,None,Present,10.3,,96,NA,NA,CK,full1,lab_fine_2015,lportner_fine
U400,2015-11-04,None,Present,11.7,,100,No otoliths,NA,CK,full1,lab_fine_2015,lportner_fine
U387,2015-11-04,None,Present,14.5,,107,NA,NA,DS,full1,lab_fine_2015,lportner_fine
